attempt_index,attempt_id,circuit,source_qasm_sha256,family,qmax,num_qubits,depth,gate_count,acted_point_count,gate_node_denominator,gate_qubit_event_denominator,qubit_denominator,normalized_depth_denominator,two_qubit_density,E_mean,E_peak,certificate_selected_point_count,certificate_selected_gate_count,certificate_selected_qubit_count,certificate_acted_point_coverage,certificate_gate_coverage,certificate_qubit_coverage,certificate_depth_reach,emitted_mid_point_count,emitted_mid_gate_count,emitted_mid_qubit_count,emitted_mid_acted_point_coverage,emitted_mid_gate_coverage,emitted_mid_qubit_coverage,emitted_mid_depth_reach,final_read_point_count,deployed_observable_point_count,deployed_observable_gate_count,deployed_observable_qubit_count,deployed_observable_acted_point_coverage,deployed_observable_gate_coverage,deployed_observable_qubit_coverage,deployed_observable_depth_reach,infeasible_mid_point_count,infeasible_gate_group_count,batch_count,selector_max_a2,selector_max_independent_svd_a2,mean_ent,peak_ent,node_cov,emitted_node_cov,certificate_node_cov,deployed_node_cov
20,canonical:020:bmw_quark_cardinality_indep_qiskit_5.qasm,bmw_quark_cardinality_indep_qiskit_5.qasm,0798f7ac67ba9efdf612a9e677be543adc6231b7527f9a07446290b13777daf9,bmw_quark_cardinality,24,5,11,27,39,27,39,5,11,0.4444444444444444,0.12020415517369262,0.22325084601523862,5,5,5,0.1282051282051282,0.18518518518518517,1.0,0.09090909090909091,5,5,5,0.1282051282051282,0.18518518518518517,1.0,0.09090909090909091,0,5,5,5,0.1282051282051282,0.18518518518518517,1.0,0.09090909090909091,0,0,1,9.746805526959145e-17,9.746805526959145e-17,0.12020415517369262,0.22325084601523862,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.18518518518518517
21,canonical:021:bmw_quark_cardinality_indep_qiskit_6.qasm,bmw_quark_cardinality_indep_qiskit_6.qasm,d38658be31516116a3b83447ea10802a2306d74f4d309da10dbd62d5b2938328,bmw_quark_cardinality,24,6,12,33,48,33,48,6,12,0.45454545454545453,0.11733862954150241,0.24745321092520162,6,6,6,0.125,0.18181818181818182,1.0,0.08333333333333333,6,6,6,0.125,0.18181818181818182,1.0,0.08333333333333333,0,6,6,6,0.125,0.18181818181818182,1.0,0.08333333333333333,0,0,1,9.746805526959145e-17,9.746805526959145e-17,0.11733862954150241,0.24745321092520162,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182
22,canonical:022:bmw_quark_cardinality_indep_qiskit_7.qasm,bmw_quark_cardinality_indep_qiskit_7.qasm,9458d94b79a1b2c759f59ab7fc496a1303d40a08e08e4e459e7a07b36332e613,bmw_quark_cardinality,24,7,13,39,57,39,57,7,13,0.46153846153846156,0.09402467891501218,0.21075756048326885,7,7,7,0.12280701754385964,0.1794871794871795,1.0,0.07692307692307693,7,7,7,0.12280701754385964,0.1794871794871795,1.0,0.07692307692307693,0,7,7,7,0.12280701754385964,0.1794871794871795,1.0,0.07692307692307693,0,0,1,9.956001004479803e-17,9.956001004479803e-17,0.09402467891501218,0.21075756048326885,0.1794871794871795,0.1794871794871795,0.1794871794871795,0.1794871794871795
23,canonical:023:bmw_quark_cardinality_indep_qiskit_8.qasm,bmw_quark_cardinality_indep_qiskit_8.qasm,7c6034071aab0f36df15fe34ec6f10e226dfe37260b09982661038898b64c26e,bmw_quark_cardinality,24,8,14,45,66,45,66,8,14,0.4666666666666667,0.13211285150145158,0.24048860103183117,8,8,8,0.12121212121212122,0.17777777777777778,1.0,0.07142857142857142,8,8,8,0.12121212121212122,0.17777777777777778,1.0,0.07142857142857142,0,8,8,8,0.12121212121212122,0.17777777777777778,1.0,0.07142857142857142,0,0,1,9.956001004479803e-17,9.956001004479803e-17,0.13211285150145158,0.24048860103183117,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778
24,canonical:024:bmw_quark_cardinality_indep_qiskit_9.qasm,bmw_quark_cardinality_indep_qiskit_9.qasm,ee8c5404c957ad2bd4b5863ffb84cbe67901fb9851972ebcc8d500a2a451a775,bmw_quark_cardinality,24,9,15,51,75,51,75,9,15,0.47058823529411764,0.09536096069794311,0.2416117940182236,9,9,9,0.12,0.17647058823529413,1.0,0.06666666666666667,9,9,9,0.12,0.17647058823529413,1.0,0.06666666666666667,0,9,9,9,0.12,0.17647058823529413,1.0,0.06666666666666667,0,0,1,9.956001004479803e-17,9.956001004479803e-17,0.09536096069794311,0.2416117940182236,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413
25,canonical:025:bmw_quark_copula_indep_qiskit_10.qasm,bmw_quark_copula_indep_qiskit_10.qasm,3ad2406c5f83a8bb238c303b989edc7b17a13ebd98e0716f25a559beee559e06,bmw_quark_copula,24,10,16,70,115,70,115,10,16,0.6428571428571429,0.2391304347826085,0.2500000000000001,5,5,5,0.043478260869565216,0.07142857142857142,0.5,0.0625,5,5,5,0.043478260869565216,0.07142857142857142,0.5,0.0625,0,5,5,5,0.043478260869565216,0.07142857142857142,0.5,0.0625,0,0,1,1.5202354861220297e-16,1.5202354861220297e-16,0.2391304347826085,0.2500000000000001,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142
26,canonical:026:bmw_quark_copula_indep_qiskit_12.qasm,bmw_quark_copula_indep_qiskit_12.qasm,d944ef423cdc507f3dcecfa840e80df9418254acc06cb5d59c5d41e9fd3f25aa,bmw_quark_copula,24,12,19,96,162,96,162,12,19,0.6875,0.24074074074074062,0.25000000000000017,6,6,6,0.037037037037037035,0.0625,0.5,0.05263157894736842,6,6,6,0.037037037037037035,0.0625,0.5,0.05263157894736842,0,6,6,6,0.037037037037037035,0.0625,0.5,0.05263157894736842,0,0,1,4.370952418903844e-16,4.370952418903844e-16,0.24074074074074062,0.25000000000000017,0.0625,0.0625,0.0625,0.0625
27,canonical:027:bmw_quark_copula_indep_qiskit_14.qasm,bmw_quark_copula_indep_qiskit_14.qasm,d6792cf2a6523eb007eed3af2f76b80ce73c98eb113894499d337990281aea16,bmw_quark_copula,24,14,22,126,217,126,217,14,22,0.7222222222222222,0.24193548387096728,0.24999999999999994,7,7,7,0.03225806451612903,0.05555555555555555,0.5,0.045454545454545456,7,7,7,0.03225806451612903,0.05555555555555555,0.5,0.045454545454545456,0,7,7,7,0.03225806451612903,0.05555555555555555,0.5,0.045454545454545456,0,0,1,4.370952418903844e-16,4.370952418903844e-16,0.24193548387096728,0.24999999999999994,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
28,canonical:028:bmw_quark_copula_indep_qiskit_2.qasm,bmw_quark_copula_indep_qiskit_2.qasm,fbe56f1aba824e8dede281a0be30e52c4ccb99e36c62f051d934fd3aa823807c,bmw_quark_copula,24,2,4,6,7,6,7,2,4,0.16666666666666666,0.21428571428571425,0.25000000000000017,1,1,1,0.14285714285714285,0.16666666666666666,0.5,0.25,1,1,1,0.14285714285714285,0.16666666666666666,0.5,0.25,0,1,1,1,0.14285714285714285,0.16666666666666666,0.5,0.25,0,0,1,0.0,0.0,0.21428571428571425,0.25000000000000017,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
29,canonical:029:bmw_quark_copula_indep_qiskit_4.qasm,bmw_quark_copula_indep_qiskit_4.qasm,6150d8c7382d29a1162ec8113e278ef3c14a72cff4d135d15fadfd2dbd705cc8,bmw_quark_copula,24,4,6,16,22,16,22,4,6,0.375,0.22727272727272724,0.2500000000000002,2,2,2,0.09090909090909091,0.125,0.5,0.16666666666666666,2,2,2,0.09090909090909091,0.125,0.5,0.16666666666666666,0,2,2,2,0.09090909090909091,0.125,0.5,0.16666666666666666,0,0,1,3.925231146709437e-17,3.925231146709437e-17,0.22727272727272724,0.2500000000000002,0.125,0.125,0.125,0.125
30,canonical:030:bmw_quark_copula_indep_qiskit_6.qasm,bmw_quark_copula_indep_qiskit_6.qasm,7245d0d8054f1e194517b8ddaf99eb6f7aa4897fe19ba454e529547b4bccbe2e,bmw_quark_copula,24,6,10,30,45,30,45,6,10,0.5,0.23333333333333317,0.2500000000000001,3,3,3,0.06666666666666667,0.1,0.5,0.1,3,3,3,0.06666666666666667,0.1,0.5,0.1,0,3,3,3,0.06666666666666667,0.1,0.5,0.1,0,0,1,1.3597399555105177e-16,1.3597399555105177e-16,0.23333333333333317,0.2500000000000001,0.1,0.1,0.1,0.1
31,canonical:031:bmw_quark_copula_indep_qiskit_8.qasm,bmw_quark_copula_indep_qiskit_8.qasm,df31120b367e58cd61bee68f3fffdb2ee8590d54a914cc3f4aae778475913a25,bmw_quark_copula,24,8,13,48,76,48,76,8,13,0.5833333333333334,0.2368421052631578,0.2500000000000002,4,4,4,0.05263157894736842,0.08333333333333333,0.5,0.07692307692307693,4,4,4,0.05263157894736842,0.08333333333333333,0.5,0.07692307692307693,0,4,4,4,0.05263157894736842,0.08333333333333333,0.5,0.07692307692307693,0,0,1,1.3597399555105177e-16,1.3597399555105177e-16,0.2368421052631578,0.2500000000000002,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
32,canonical:032:bv_indep_qiskit_10.qasm,bv_indep_qiskit_10.qasm,07830ab48ffb257f7abba3b6d5cf2dc455554a8e264b6144548d57c73df3bce8,bv,24,10,6,13,17,13,17,10,6,0.3076923076923077,1.0505398816932663e-103,8.929588994392763e-103,17,13,5,1.0,1.0,0.5,1.0,13,9,5,0.7647058823529411,0.6923076923076923,0.5,0.8333333333333334,4,17,13,5,1.0,1.0,0.5,1.0,0,0,1,9.449650255111441e-52,9.449650255111441e-52,1.0505398816932663e-103,8.929588994392763e-103,1.0,0.6923076923076923,1.0,1.0
33,canonical:033:bv_indep_qiskit_11.qasm,bv_indep_qiskit_11.qasm,6957e533ee3f1d52474f89d70cb9f27206ad39a70f1cfcb12b00404ae2bd25df,bv,24,11,7,16,21,16,21,11,7,0.3125,2.1856232110085148e-101,2.285974782564548e-100,21,16,6,1.0,1.0,0.5454545454545454,1.0,16,11,6,0.7619047619047619,0.6875,0.5454545454545454,0.8571428571428571,5,21,16,6,1.0,1.0,0.5454545454545454,1.0,0,0,1,1.511944040817831e-50,1.511944040817831e-50,2.1856232110085148e-101,2.285974782564548e-100,1.0,0.6875,1.0,1.0
34,canonical:034:bv_indep_qiskit_12.qasm,bv_indep_qiskit_12.qasm,07e3a8ef7f828bba4c8ecceb0d6063f23ef2bbd58f042144325d8d8cfd33ea94,bv,24,12,7,16,21,16,21,12,7,0.3125,2.1856232110085148e-101,2.285974782564548e-100,21,16,6,1.0,1.0,0.5,1.0,16,11,6,0.7619047619047619,0.6875,0.5,0.8571428571428571,5,21,16,6,1.0,1.0,0.5,1.0,0,0,1,1.511944040817831e-50,1.511944040817831e-50,2.1856232110085148e-101,2.285974782564548e-100,1.0,0.6875,1.0,1.0
35,canonical:035:bv_indep_qiskit_13.qasm,bv_indep_qiskit_13.qasm,a350038747a8db1d803e33689be3e96bf7752dedc51d1e585bb4b361b6b3e506,bv,24,13,8,19,25,19,25,13,8,0.3157894736842105,2.3738919364399464e-68,2.967364920549933e-67,25,19,7,1.0,1.0,0.5384615384615384,1.0,19,13,7,0.76,0.6842105263157895,0.5384615384615384,0.875,6,25,19,7,1.0,1.0,0.5384615384615384,1.0,0,0,2,5.44735249506578e-34,5.44735249506578e-34,2.3738919364399464e-68,2.967364920549933e-67,1.0,0.6842105263157895,1.0,1.0
36,canonical:036:bv_indep_qiskit_14.qasm,bv_indep_qiskit_14.qasm,44d5f6f8f07a46b7d1682643bf9216597e323f7edccb02b563a6020fb526a70d,bv,24,14,8,19,25,19,25,14,8,0.3157894736842105,2.3738919364399464e-68,2.967364920549933e-67,25,19,7,1.0,1.0,0.5,1.0,19,13,7,0.76,0.6842105263157895,0.5,0.875,6,25,19,7,1.0,1.0,0.5,1.0,0,0,2,5.44735249506578e-34,5.44735249506578e-34,2.3738919364399464e-68,2.967364920549933e-67,1.0,0.6842105263157895,1.0,1.0
37,canonical:037:bv_indep_qiskit_3.qasm,bv_indep_qiskit_3.qasm,13875d6e188d40ce987f660b2dbcdc15f3ffb63d22db6f23ef79fca6891737fe,bv,24,3,3,4,5,4,5,3,3,0.25,0.0,0.0,5,4,2,1.0,1.0,0.6666666666666666,1.0,4,3,2,0.8,0.75,0.6666666666666666,0.6666666666666666,1,5,4,2,1.0,1.0,0.6666666666666666,1.0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.75,1.0,1.0
38,canonical:038:bv_indep_qiskit_4.qasm,bv_indep_qiskit_4.qasm,4f147ea5fc6a8508923e660fb594805beb30617a5dde575e57a64b9069e13c18,bv,24,4,3,4,5,4,5,4,3,0.25,0.0,0.0,5,4,2,1.0,1.0,0.5,1.0,4,3,2,0.8,0.75,0.5,0.6666666666666666,1,5,4,2,1.0,1.0,0.5,1.0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.75,1.0,1.0
39,canonical:039:bv_indep_qiskit_5.qasm,bv_indep_qiskit_5.qasm,62e4e901237a234ccdd9b89766d5aa22daa45b22f01f66762047ede2544a1fa7,bv,24,5,4,7,9,7,9,5,4,0.2857142857142857,0.0,0.0,9,7,3,1.0,1.0,0.6,1.0,7,5,3,0.7777777777777778,0.7142857142857143,0.6,0.75,2,9,7,3,1.0,1.0,0.6,1.0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.7142857142857143,1.0,1.0
40,canonical:040:bv_indep_qiskit_6.qasm,bv_indep_qiskit_6.qasm,f3b382de4df0a332e7f652cf0a1cd15377bb416d0d2605e3e7c8ff03fe2c8e0a,bv,24,6,4,7,9,7,9,6,4,0.2857142857142857,0.0,0.0,9,7,3,1.0,1.0,0.5,1.0,7,5,3,0.7777777777777778,0.7142857142857143,0.5,0.75,2,9,7,3,1.0,1.0,0.5,1.0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.7142857142857143,1.0,1.0
41,canonical:041:bv_indep_qiskit_7.qasm,bv_indep_qiskit_7.qasm,5ee88d53b1b4d1561d08267a0d58dd5340661657e1d6a346970ebb1df5d4c002,bv,24,7,5,10,13,10,13,7,5,0.3,0.0,0.0,13,10,4,1.0,1.0,0.5714285714285714,1.0,10,7,4,0.7692307692307693,0.7,0.5714285714285714,0.8,3,13,10,4,1.0,1.0,0.5714285714285714,1.0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.7,1.0,1.0
42,canonical:042:bv_indep_qiskit_8.qasm,bv_indep_qiskit_8.qasm,a501164dede3eaad942b42f379065e4843a120b87fc2fee0ce44211d8a56fc07,bv,24,8,5,10,13,10,13,8,5,0.3,0.0,0.0,13,10,4,1.0,1.0,0.5,1.0,10,7,4,0.7692307692307693,0.7,0.5,0.8,3,13,10,4,1.0,1.0,0.5,1.0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.7,1.0,1.0
43,canonical:043:bv_indep_qiskit_9.qasm,bv_indep_qiskit_9.qasm,38a0344fab284b6a9fcb44e010c0257e5552f607a3535b64daa740a495f017e6,bv,24,9,6,13,17,13,17,9,6,0.3076923076923077,1.0505398816932663e-103,8.929588994392763e-103,17,13,5,1.0,1.0,0.5555555555555556,1.0,13,9,5,0.7647058823529411,0.6923076923076923,0.5555555555555556,0.8333333333333334,4,17,13,5,1.0,1.0,0.5555555555555556,1.0,0,0,1,9.449650255111441e-52,9.449650255111441e-52,1.0505398816932663e-103,8.929588994392763e-103,1.0,0.6923076923076923,1.0,1.0
44,canonical:044:cdkm_ripple_carry_adder_indep_qiskit_10.qasm,cdkm_ripple_carry_adder_indep_qiskit_10.qasm,ebfa7cc57843dca1ffb010725468007b30db7970bbd91283ba9b72cfbc76a34e,cdkm_ripple_carry_adder,24,10,98,137,202,137,202,10,98,0.4744525547445255,3.5998238552604797e-32,1.992973877778396e-31,202,137,10,1.0,1.0,1.0,1.0,192,136,9,0.9504950495049505,0.9927007299270073,0.9,0.9897959183673469,10,202,137,10,1.0,1.0,1.0,1.0,0,0,81,4.464273600238236e-16,4.464273600238236e-16,3.5998238552604797e-32,1.992973877778396e-31,1.0,0.9927007299270073,1.0,1.0
45,canonical:045:cdkm_ripple_carry_adder_indep_qiskit_12.qasm,cdkm_ripple_carry_adder_indep_qiskit_12.qasm,7cc5630a7c9857c6ad31624a60d7ec507dde6af32c3e7ae8ac6b91b0a830d008,cdkm_ripple_carry_adder,24,12,122,171,252,171,252,12,122,0.47368421052631576,4.282778196641376e-32,2.5359797902706847e-31,252,171,12,1.0,1.0,1.0,1.0,240,170,11,0.9523809523809523,0.9941520467836257,0.9166666666666666,0.9918032786885246,12,252,171,12,1.0,1.0,1.0,1.0,0,0,122,5.035851258993558e-16,5.035851258993558e-16,4.282778196641376e-32,2.5359797902706847e-31,1.0,0.9941520467836257,1.0,1.0
46,canonical:046:cdkm_ripple_carry_adder_indep_qiskit_14.qasm,cdkm_ripple_carry_adder_indep_qiskit_14.qasm,1162524638121190d83cee7b90d76bcebac783cfed58db4e6037b92ec88fa7db,cdkm_ripple_carry_adder,24,14,146,205,302,205,302,14,146,0.47317073170731705,4.973772937944581e-32,2.9607480488786963e-31,302,205,14,1.0,1.0,1.0,1.0,127,86,13,0.4205298013245033,0.4195121951219512,0.9285714285714286,0.3904109589041096,14,141,99,14,0.46688741721854304,0.48292682926829267,1.0,1.0,161,118,45,5.441275630657501e-16,5.441275630657501e-16,4.973772937944581e-32,2.9607480488786963e-31,0.48292682926829267,0.4195121951219512,1.0,0.48292682926829267
47,canonical:047:cdkm_ripple_carry_adder_indep_qiskit_4.qasm,cdkm_ripple_carry_adder_indep_qiskit_4.qasm,820dbce287b036ac5fb7f66558ec41fcb43699bb38d7a4de843a3eb60feadfe0,cdkm_ripple_carry_adder,24,4,26,35,52,35,52,4,26,0.4857142857142857,8.08731400553419e-33,5.07528259778998e-32,52,35,4,1.0,1.0,1.0,1.0,48,34,3,0.9230769230769231,0.9714285714285714,0.75,0.9615384615384616,4,52,35,4,1.0,1.0,1.0,1.0,0,0,4,2.252838786462535e-16,2.252838786462535e-16,8.08731400553419e-33,5.07528259778998e-32,1.0,0.9714285714285714,1.0,1.0
48,canonical:048:cdkm_ripple_carry_adder_indep_qiskit_6.qasm,cdkm_ripple_carry_adder_indep_qiskit_6.qasm,18946b4969f56e341d9709a37f57303727561b826f3de42b59dcc3938c4e7c35,cdkm_ripple_carry_adder,24,6,50,69,102,69,102,6,50,0.4782608695652174,2.0939650334736303e-32,1.0613533034580837e-31,102,69,6,1.0,1.0,1.0,1.0,96,68,5,0.9411764705882353,0.9855072463768116,0.8333333333333334,0.98,6,102,69,6,1.0,1.0,1.0,1.0,0,0,14,3.257841775559529e-16,3.257841775559529e-16,2.0939650334736303e-32,1.0613533034580837e-31,1.0,0.9855072463768116,1.0,1.0
49,canonical:049:cdkm_ripple_carry_adder_indep_qiskit_8.qasm,cdkm_ripple_carry_adder_indep_qiskit_8.qasm,24f591d35a316a3702dad92cb83ccf26cc753677beb0eb808e5c403e43a062e3,cdkm_ripple_carry_adder,24,8,74,103,152,103,152,8,74,0.47572815533980584,2.993124889148358e-32,1.4956956158725304e-31,152,103,8,1.0,1.0,1.0,1.0,144,102,7,0.9473684210526315,0.9902912621359223,0.875,0.9864864864864865,8,152,103,8,1.0,1.0,1.0,1.0,0,0,32,3.8674224179323056e-16,3.8674224179323056e-16,2.993124889148358e-32,1.4956956158725304e-31,1.0,0.9902912621359223,1.0,1.0
50,canonical:050:dj_indep_qiskit_10.qasm,dj_indep_qiskit_10.qasm,cc06e6cef364bbeed0ca56bd4244ba349191a32355bac78850ac7f0067f5115b,dj,24,10,11,28,37,28,37,10,11,0.32142857142857145,3.519805866263381e-30,3.651450026173963e-29,37,28,10,1.0,1.0,1.0,1.0,28,19,10,0.7567567567567568,0.6785714285714286,1.0,0.9090909090909091,9,37,28,10,1.0,1.0,1.0,1.0,0,0,3,6.0427229178359e-15,6.0427229178359e-15,3.519805866263381e-30,3.651450026173963e-29,1.0,0.6785714285714286,1.0,1.0
51,canonical:051:dj_indep_qiskit_11.qasm,dj_indep_qiskit_11.qasm,1142be45ef6a0d256865e00a9b9601cee5249d4c663d6cbf617c445a57b5a614,dj,24,11,14,45,55,45,55,11,14,0.2222222222222222,3.9572865121398665e-30,3.6539651703107073e-29,55,45,11,1.0,1.0,1.0,1.0,45,35,11,0.8181818181818182,0.7777777777777778,1.0,0.9285714285714286,10,55,45,11,1.0,1.0,1.0,1.0,0,0,7,6.044803694340013e-15,6.044803694340013e-15,3.9572865121398665e-30,3.6539651703107073e-29,1.0,0.7777777777777778,1.0,1.0
52,canonical:052:dj_indep_qiskit_12.qasm,dj_indep_qiskit_12.qasm,c546aee42c69b2635b37edc63877002986fa3eca6a2f27590a65d1b6f034de33,dj,24,12,14,48,59,48,59,12,14,0.22916666666666666,1.0405855865455475e-29,1.0316273072908823e-28,59,48,12,1.0,1.0,1.0,1.0,48,37,12,0.8135593220338984,0.7708333333333334,1.0,0.9285714285714286,11,59,48,12,1.0,1.0,1.0,1.0,0,0,8,1.0156905568581718e-14,1.0156905568581718e-14,1.0405855865455475e-29,1.0316273072908823e-28,1.0,0.7708333333333334,1.0,1.0
53,canonical:053:dj_indep_qiskit_13.qasm,dj_indep_qiskit_13.qasm,cc86d078af0608a61b083f39cf3b2815507798a61ce0a0c7f4d6af4ce96634e6,dj,24,13,15,51,63,51,63,13,15,0.23529411764705882,7.119238410396317e-29,7.677857365651373e-28,63,51,13,1.0,1.0,1.0,1.0,51,39,13,0.8095238095238095,0.7647058823529411,1.0,0.9333333333333333,12,63,51,13,1.0,1.0,1.0,1.0,0,0,10,2.7708946868567484e-14,2.7708946868567484e-14,7.119238410396317e-29,7.677857365651373e-28,1.0,0.7647058823529411,1.0,1.0
54,canonical:054:dj_indep_qiskit_14.qasm,dj_indep_qiskit_14.qasm,17a5c11ca3f0281107dae72ffc6155d896115d11851cddc05be1a9a21bf8628e,dj,24,14,16,54,67,54,67,14,16,0.24074074074074073,1.2447101816338141e-28,1.6284642910552856e-27,67,54,14,1.0,1.0,1.0,1.0,50,39,14,0.746268656716418,0.7222222222222222,1.0,0.8125,13,63,52,14,0.9402985074626866,0.9629629629629629,1.0,1.0,4,2,10,4.035423510680659e-14,4.035423510680659e-14,1.2447101816338141e-28,1.6284642910552856e-27,0.9629629629629629,0.7222222222222222,1.0,0.9629629629629629
55,canonical:055:dj_indep_qiskit_3.qasm,dj_indep_qiskit_3.qasm,19b840282ba79ad4b57a235c7e513fe7c21a180547e912fdfbbfdab536889dba,dj,24,3,4,7,9,7,9,3,4,0.2857142857142857,1.3070971331211843e-32,3.4564278566850423e-32,9,7,3,1.0,1.0,1.0,1.0,7,5,3,0.7777777777777778,0.7142857142857143,1.0,0.75,2,9,7,3,1.0,1.0,1.0,1.0,0,0,1,1.8591470777442655e-16,1.8591470777442655e-16,1.3070971331211843e-32,3.4564278566850423e-32,1.0,0.7142857142857143,1.0,1.0
56,canonical:056:dj_indep_qiskit_4.qasm,dj_indep_qiskit_4.qasm,96dee0a19ee4e364742f1e32ef0da33f18edbd30c6193f5f510b00dcdad3c220,dj,24,4,5,10,13,10,13,4,5,0.3,1.87722199623219e-32,3.8425020403889105e-32,13,10,4,1.0,1.0,1.0,1.0,10,7,4,0.7692307692307693,0.7,1.0,0.8,3,13,10,4,1.0,1.0,1.0,1.0,0,0,1,1.9602300988376123e-16,1.9602300988376123e-16,1.87722199623219e-32,3.8425020403889105e-32,1.0,0.7,1.0,1.0
57,canonical:057:dj_indep_qiskit_5.qasm,dj_indep_qiskit_5.qasm,74da4cb155f347803b8135eb3bfe6651f2a12772af5ddef19018c5e12595d3eb,dj,24,5,6,13,17,13,17,5,6,0.3076923076923077,2.0464146809886212e-32,6.65347156436785e-32,17,13,5,1.0,1.0,1.0,1.0,13,9,5,0.7647058823529411,0.6923076923076923,1.0,0.8333333333333334,4,17,13,5,1.0,1.0,1.0,1.0,0,0,1,2.579432411281181e-16,2.579432411281181e-16,2.0464146809886212e-32,6.65347156436785e-32,1.0,0.6923076923076923,1.0,1.0
58,canonical:058:dj_indep_qiskit_6.qasm,dj_indep_qiskit_6.qasm,8a0528b4e52a59b3bc918978442d44ae139e48c2160b863945067ba597e69db5,dj,24,6,7,16,21,16,21,6,7,0.3125,3.917654664608129e-32,2.3524617877200026e-31,21,16,6,1.0,1.0,1.0,1.0,16,11,6,0.7619047619047619,0.6875,1.0,0.8571428571428571,5,21,16,6,1.0,1.0,1.0,1.0,0,0,1,4.850218332941314e-16,4.850218332941314e-16,3.917654664608129e-32,2.3524617877200026e-31,1.0,0.6875,1.0,1.0
59,canonical:059:dj_indep_qiskit_7.qasm,dj_indep_qiskit_7.qasm,e152bcc6814de38286b7a48e67c71ae95c0ce910041aa9646769ee9f05fc1d31,dj,24,7,8,19,25,19,25,7,8,0.3157894736842105,5.184363751593776e-32,3.0843151665871526e-31,25,19,7,1.0,1.0,1.0,1.0,19,13,7,0.76,0.6842105263157895,1.0,0.875,6,25,19,7,1.0,1.0,1.0,1.0,0,0,1,5.553661104701255e-16,5.553661104701255e-16,5.184363751593776e-32,3.0843151665871526e-31,1.0,0.6842105263157895,1.0,1.0
60,canonical:060:dj_indep_qiskit_8.qasm,dj_indep_qiskit_8.qasm,a9e19cd33a7a5e9e3336c858cf6a58e8445ac699f915b4cddfcbfcc47b07ffc5,dj,24,8,9,22,29,22,29,8,9,0.3181818181818182,1.8415241072150542e-31,1.768292578439141e-30,29,22,8,1.0,1.0,1.0,1.0,22,15,8,0.7586206896551724,0.6818181818181818,1.0,0.8888888888888888,7,29,22,8,1.0,1.0,1.0,1.0,0,0,2,1.3297716264228028e-15,1.3297716264228028e-15,1.8415241072150542e-31,1.768292578439141e-30,1.0,0.6818181818181818,1.0,1.0
61,canonical:061:dj_indep_qiskit_9.qasm,dj_indep_qiskit_9.qasm,f067764ae457971001292f4c04011d4a0d2b87eb3629fcaa3d6a4886c54ff58f,dj,24,9,10,25,33,25,33,9,10,0.32,6.439207049629816e-31,5.8513603570372965e-30,33,25,9,1.0,1.0,1.0,1.0,25,17,9,0.7575757575757576,0.68,1.0,0.9,8,33,25,9,1.0,1.0,1.0,1.0,0,0,2,2.418958527349584e-15,2.418958527349584e-15,6.439207049629816e-31,5.8513603570372965e-30,1.0,0.68,1.0,1.0
62,canonical:062:draper_qft_adder_indep_qiskit_10.qasm,draper_qft_adder_indep_qiskit_10.qasm,58705554688a2a0d27527b6d23376a0eb6d35a6ac7cc41c0d22a20b18d73aeb6,draper_qft_adder,24,10,23,45,80,45,80,10,23,0.7777777777777778,5.924826454581318e-33,2.3111159332646808e-32,80,45,10,1.0,1.0,1.0,1.0,70,44,9,0.875,0.9777777777777777,0.9,0.9565217391304348,10,80,45,10,1.0,1.0,1.0,1.0,0,0,16,1.5202354861220297e-16,1.5202354861220297e-16,5.924826454581318e-33,2.3111159332646808e-32,1.0,0.9777777777777777,1.0,1.0
63,canonical:063:draper_qft_adder_indep_qiskit_12.qasm,draper_qft_adder_indep_qiskit_12.qasm,19afe23236844d8096f2ba6b5e5871dd5a6b952285a56b84653d911679c77d33,draper_qft_adder,24,12,28,63,114,63,114,12,28,0.8095238095238095,3.9375560349406815e-32,1.910522504832137e-31,114,63,12,1.0,1.0,1.0,1.0,102,62,11,0.8947368421052632,0.9841269841269841,0.9166666666666666,0.9642857142857143,12,114,63,12,1.0,1.0,1.0,1.0,0,0,33,4.370952418903844e-16,4.370952418903844e-16,3.9375560349406815e-32,1.910522504832137e-31,1.0,0.9841269841269841,1.0,1.0
